Rank,Name,Breed,Gender,Age,End_Of_Watch,Day_Of_Week,Cause,Department,State,Tour,Weapon,Offender,Summary
K9,Aron,German Shepherd,Male,6.0,2017-07-02,Sunday,Heatstroke,"Lauderdale County Sheriff's Office, Mississippi",Mississippi,5 years,,,"K9 Aron died after suffering heat exhaustion when his handler's patrol car suffered a mechanical malfunction, causing the vehicle and it's hot box backup system to shut off.K9 Aron had served with the Lauderdale County Sheriff's Department for five years."
K9,Mojo,Belgian Malinois,Male,,2018-02-15,Thursday,Vehicular assault,"North Charleston Police Department, South Carolina",South Carolina,5 years,Automobile; Alcohol involved,Charged with felony DUI,"K9 Mojo was killed in a vehicle crash when his handler's patrol car collided with another vehicle on Rivers Avenue and Gumwood Boulevard at approximately 9:00 pm.Mojo's handler was responding to another call, with all emergency equipment activated, when another vehicle attempted to turn left in front of him, causing a collision. Mojo was transported to an emergency veterinary hospital where he passed away. His handler and the other driver both suffered minor injuries.The driver who caused the crash was charged with felony DUI.K9 Mojo had served with the North Charleston Police Department for five years."
K9,Choper,German Shepherd,Male,5.0,2018-06-06,Wednesday,Fall,"Conewango Township Police Department, Pennsylvania",Pennsylvania,3 years,,,"K9 Choper died from injuries suffered when he fell from the roof of a three-story building at the corner of Pennsylvania Avenue And Elm Street in Warren, Pennsylvania.He and his handler were conducting a training exercise in the abandoned building with the accident occurred at approximately 9:35 pm. K9 Choper was rushed to a veterinary hospital where he died shortly after midnight.K9 Choper had served with the Conewango Township Police Department for three years."
K9,Kastor,Belgian Malinois,Male,2.0,2018-10-05,Friday,Gunfire (Inadvertent),"Waco Police Department, Texas",Texas,"1 year, 4 months",Officer's handgun,,K9 Kastor was shot and killed after inadvertently biting his handler on the inner thigh during a warrant service in the 2000 block of Seneca Avenue.Kastor would not release his bite despite his handler's commands and another officer attempting to pull the dog off of him. After all efforts to have Kastor release his bite he was shot in order to prevent additional injury to the handler.Kaster had served with the Waco Police Department for 16 months.
K9,Bane,Belgian Malinois-German Shepherd mix,Male,1.0,2018-12-09,Sunday,Gunfire,"Tulare Police Department, California",California,2 weeks,Gun; Unknown type,Shot and killed,"K9 Bane was shot and killed near the intersection of Tulare Avenue and Palm Street while attempting to apprehend a suspect following a vehicle pursuit.The pursuit began after another officer attempted to conduct a traffic stop. The pursuit left the city and continued until the vehicle came to a stop. K9 Bane was released for an apprehension as at least one of the occupants of the vehicle opened fire, striking K9 Bane and wounding handler. Other officers on the scene returned fire, killing one suspect and wounding a second. The third subject was taken into custody and charged with four counts of attempted homicide of a police officer, the death of a police dog, and four outstanding misdemeanor warrants.K9 Bane had completed training only 2 weeks earlier and was working his first full weekend on duty."
K9,Rocky,German Shepherd,Male,3.0,2018-10-02,Tuesday,Training accident,"Genesee County Sheriff's Office, Michigan",Michigan,,,,"K9 Rocky died when his airway became blocked during a training exercise in the area of Morrish Road and Fortino Drive in Swartz Creek, Michigan.His handler rushed him to a local veterinary hospital but they were unable to revive him.K9 Rocky had served with the Genessee County Sheriff's Office for one year."
K9,Rocky,German Shepherd,Male,,2018-09-02,Sunday,Automobile crash,"Riverhead Police Department, New York",New York,7 years,Automobile,,K9 Rocky was killed in a vehicle crash near the intersection of West Main Street and Raynor Avenue as his handler responded to a vehicle pursuit at approximately 2:30 a.m.An officer working a DWI checkpoint was struck by a vehicle whose driver refused commands to stop and fled. Rocky's handler was responding to the resulting vehicle pursuit when his patrol car left the roadway and struck a utility pole. Rocky sustained fatal injuries when he was ejected from the patrol car.The pursuit was terminated due to the suspect's dangerous driving behavior. The driver remains at large.K9 Rocky had served with the Riverhead Police Department for seven years.
K9,Bandit,Belgian Malinois,Male,4.0,2018-11-15,Thursday,Gunfire (Inadvertent),"Sutter County Sheriff's Office, California",California,"1 year, 4 months",Handgun,Shot and killed,"K9 Bandit was shot and killed while attempting an apprehension of a double murder suspect in Butte County.Officers had been alerted to a suspicious vehicle in the Camp Fire evacuation zone and learned that the vehicle was connected to a parolee wanted for a double murder. When responding officers tapped on the window to wake the man up he made furtive movements towards a weapon in his jacket, causing the officers to seek cover. The man then led officers on a vehicle pursuit until his vehicle immobilized by stop sticks in the area of Highway 70 and Pentz Road.K9 Bandit was released for an apprehension after the man exited his vehicle and aggressively approached officers while raising a firearm. As Bandit made the apprehension officers on scene opened fire, fatally wounding the man and striking K9 Bandit in the crossfire. A pit bull in the man's vehicle then began to attack K9 Bandit before being shot by officers."
K9,Boco,Belgian Malinois,Male,,2018-08-17,Friday,Gunfire,"Lincoln Parish Sheriff's Office, Louisiana",Louisiana,,Gun; Unknown type,In custody,"K9 Boco was shot and killed in the area of Chandler Road while attempting to apprehend a suspect who was wanted for attempted murder.The suspect had shot his girlfriend in the head earlier in the morning in Monroe, Louisiana. Investigators had learned that the man was at a residence on Chandler Road in Lincoln Parish. As deputies arrived at the scene at approximately 7:30 pm the man fled into a wooded area behind the home. K9 Boco was released for an apprehension as the man fled. Deputies heard several gunshots moments later.The man was taken into custody at approximately 2:00 am. K9 Boco's body was recovered at approximately 3:45 am."
K9,Benzi,Belgian Malinois,Male,3.0,2018-09-01,Saturday,Gunfire (Inadvertent),"Columbus Division of Police, Ohio",Ohio,2 years,Officer's handgun,,"K9 Benzi was shot after attacking his handler at the agency's canine facility at 2609 McKinley Avenue.Benzi's handler was correcting his behavior with verbal commands when the dog attacked him, causing serious wounds to his handler's arm. Benzi continued to disobey his handler's command to release, giving his handler no other option except to shoot him. A tourniquet was applied to the handler's arm and he was transported to a local hospital.Benzi was taken to a local veterinary hospital where he was humanely euthanized due to the wound.K9 Benzi had served with the Columbus Division of Police for two years."
K9,Cade,Belgian Malinois,Male,5.0,2018-07-04,Wednesday,Duty related illness,"Hendricks County Sheriff's Office, Indiana",Indiana,"3 years, 6 months",,,"K9 Cade died after suffering a medical emergency while tracking a suspect in the area of Ronald Reagan Parkway and County Road 300 North in Brownsburg, Indiana.Other units had attempted to stop a vehicle, which fled and led them on a pursuit. The subject drove to a woodline and then fled on foot into the woods. Officers set up a perimeter and K9 Cade was deployed to track and apprehend the subject.K9 Cade began showing symptoms of distress and was immediately transported to a local veterinarian. He succumbed the following day.K9 Cade had served with Hendricks County Sheriff's Office for 3-1/2 years."
K9,Max,Belgian Malinois,Male,9.0,2018-07-11,Wednesday,Heatstroke,"Durham County Sheriff's Office, North Carolina",North Carolina,,,,K9 Max died of heat exhaustion after the failsafe device to activate in his handler's patrol car after the air conditioner failed.He remained in the patrol car as his handler attended a training exercise.K9 Max had served with the Durham County Sheriff's Office for seven years.
K9,Smokey,Labrador Retriever,Male,3.0,2018-08-28,Tuesday,Struck by vehicle,"Nowata Police Department, Oklahoma",Oklahoma,1 year,,Arrested,"K9 Smokey was struck and killed by a tractor-trailer after an intoxicated woman let him out of his handler's patrol car on U.S. 169, just north of the Nowata Municipal Airport service road.Smokey's handler encountered an intoxicated woman walking in the roadway. The woman approached his patrol car as he stopped to talk to her and opened the back door, allowing Smokey to jump out onto the roadway. Smokey was struck by the oncoming truck as his handler called him to return to the vehicle.The woman was arrested and charged in connection with the incident.K9 Smokey had served with the Nowata Police Department for one year."
K9,Bane,Belgian Malinois,Male,3.0,2018-04-17,Tuesday,Unidentified,"Phoenix Police Department, Arizona",Arizona,2 years,Person,Sentenced to 25 years,K9 Bane was killed while attempting an apprehension following a vehicle pursuit of a stolen vehicle.A male and female had led officers on a 30-minute pursuit after carjacking a vehicle. The pursuit ended after the vehicle struck stop sticks in the area of 27th Avenue and Bethany Home Road. Both subjects fled the scene. The female was immediately apprehended while the male subject fled on foot. A SWAT team located the subject hiding in the attic of a nearby home and K9 Bane was released for an apprehension but was killed during the apprehension. The cause of death was determined to be asphyxiation.The suspect was sentenced to 25 years in February 2020.K9 Bane had served with the Phoenix Police Department for two years.
K9,Grunt,Bluetick Coonhound mix,Female,8.0,2018-09-01,Saturday,Assault,"Refugio County Sheriff's Office, Texas",Texas,,Person,Arrested,"K9 Grunt and K9 Nell were strangled to death by a suspect they were tracking while assisting the Aransas County Sheriff's Office and other state and federal agencies.Officers in Aransas County had been involved in a pursuit in which 16 illegal aliens bailed out of a vehicle and fled into the brush along Route 35 north of Holiday Beach, Texas. Members of the Aransas County Sheriff's Office, Texas Department of Public Safety, Texas Parks and Wildlife Department, and United States Border Patrol were searching for the suspects and requested assistance from Refugio County's tracking team.Nell and Grunt, who were trained to track critically missing persons with dementia, were let off leash as deputies followed them on horseback. The non-aggressive dogs tracked one subject into some brush but did not come out. As deputies called for the man to surrender he taunted them in Spanish. Deputies entered the brush and took him into custody. The bodies of Nell and Grunt were found with their tracking collars twisted tightly around their necks.Both dogs were a mix of black and tan coonhound, bluetick coonhound, and redtick coonhound."
K9,Hemi,Dutch Shepherd,Male,6.0,2018-07-30,Monday,Gunfire,"Arkansas State Police, Arkansas",Arkansas,5 years,Gun; Unknown type,Shot and killed,"K9 Hemi was shot and killed while attempting an apprehension of a subject involved in an earlier vehicle pursuit in Missouri.The vehicle fled into Arkansas and was located by troopers near mile marker 56 on I-55 in Mississippi County. The vehicle came to a stop and the driver immediately fled onto nearby farm property. K9 Hemi was deployed for an apprehension and caught the subject, but the man produced a gun and shot him. The man was then shot and killed by officers after shooting at them.K9 Hemi had served with the Arkansas State Police for five years."
K9,Cigo,Unknown Breed,Male,3.0,2018-12-24,Monday,Gunfire,"Palm Beach County Sheriff's Office, Florida",Florida,,Handgun; .45 caliber,Shot and wounded,"K9 Cigo was shot and killed while attempting an apprehension of an attempted-murder suspect at the Wellington Green Mall at 10300 Forest Hill Avenue.Investigators received information that two Latin King gang members who were wanted for attempted murder were meeting someone at the mall. The agency's tactical team deployed to the area and waited for the two suspects to exit the mall into the parking lot.As the team attempted to an apprehension one of the suspect's opened fire with a .45 caliber handgun, killing K9 Cigo. Deputies returned fire and wounded the suspect. The second suspect was taken into custody without incident."
K9,Eico,Belgian Malinois,Male,2.0,2018-03-11,Sunday,Struck by vehicle,"Davis County Sheriff's Department, Iowa",Iowa,2 years,,,K9 Eico was struck and killed by a vehicle in the 2100 block of Lilac Avenue.Eico's handler had stopped to fuel up his patrol car and to allow him to exercise. Eico inadvertently ran onto Lilac Avenue and was struck by a vehicle.K9 Eico had served with the Davis County Sheriff's Department for two years.
K9,Rush,German Shepherd,Male,4.0,2018-10-01,Monday,Duty related illness,"Boston Police Department, Massachusetts",Massachusetts,"3 years, 6 months",,,"K9 Rush died as the result of exposure to chemicals that occurred on September 23rd, 2018.K9 Rush and his handler were clearing a building after responding to reports of a burglary in progress at the old Radius Specialty Hospital at 45 Townsend Street in Roxbury. During the search, K9 Rush ingested or inhaled toxic chemicals that were present in the building. The chemicals caused him to go into respiratory distress.He was taken to a veterinary hospital where he remained for eight days until it was determined he could not recover, and he was humanely euthanized.K9 Rush had served with the Boston Police Department as a patrol and narcotics detection canine for three years."
K9,Tuco,German Shepherd,Male,,2018-05-20,Sunday,Drowned,"Stephens County Sheriff's Office, Oklahoma",Oklahoma,,,,"K9 Tuco drowned after his handler's patrol car crashed into a flooded ravine on Highway 29 while responding to a water rescue at approximately 4:00 am.The patrol car hydroplaned and rolled over into the water. Another deputy following behind the patrol car was able to rescue Tuco's handler from the vehicle, which was submerged under water. The two deputies both tried to rescue Tuco but were unable to remove him from the vehicle."
K9,Axe,German Shepherd,Male,4.0,2018-11-04,Sunday,Gunfire,"St. Clair Shores Police Department, Michigan",Michigan,2 years,Handgun,Shot and killed,"K9 Axe was shot and killed after officers responded to reports of an armed subject outside of a banquet hall at 26211 Harper Avenue.As officers arrived on the scene they encountered a subject who was armed with a rifle and handgun. The man fled on foot with officers in pursuit. K9 Axe was deployed for an apprehension and was shot by the man.Officers returned fire, killing the subject.K9 Axe had served with the St. Clair Shores Police Department for two years.K9 Axe was named in memory of U.S. Navy SEAL Petty Officer 2nd Class Matthew Axelson who was killed in combat in Afghanistan in 2005."
K9,Turbo,Labrador Retriever,Male,2.0,2018-07-28,Saturday,Heatstroke,"Columbia Police Department, South Carolina",South Carolina,7 months,,,"K9 Turbo died as the result of heat exhaustion while in his handler's department vehicle at C.A. Johnson High School.Turbo had been left in the vehicle, which had its air conditioner on and its windows rolled down, while his handler was participating in active shooter training inside of the high school. When his handler returned at the end of the training Turbo was showing signs of heat exhaustion. He was taken to an animal hospital where he was treated for two days before veterinarians determined it was most humane to euthanize him.Turbo had served as an explosives detection canine with the Columbia Police Department for seven months."
K9,Midas,Belgian Malinois-German Shepherd mix,Male,4.0,2018-07-30,Monday,Heatstroke,"Hancock County Sheriff's Office, West Virginia",West Virginia,3 years,,,"K9 Midas died from complication of heat exhaustion suffered after the air conditioning unit and the failsafe unit failed in his handler's patrol car.The vehicle was parked at the Hancock County Sheriff's Office when the failure occurred. The patrol car was equipped with a failsafe system that was intended to roll down the windows and activate an alarm if the air conditioner stopped, but the failsafe system did not activate.K9 Midas was transported to a local veterinary office where he suffered additional complications from the heat exhaustion and died later that day.K9 Midas had served with the Hancock County Sheriff's Office for three years."
K9,Rony,Belgian Malinois,Male,,2018-02-21,Wednesday,Accidental,"Houston Police Department, Texas",Texas,7 years,Person,,"K9 Rony died after suffering a serious injury following a vehicle and foot pursuit of a subject who had been driving a stolen car at approximately 1:00 am.The driver led officers on a vehicle pursuit, during which time he threw contraband from the window and intentionally rammed a patrol car. The driver bailed out of the vehicle in the 12700 block of River Trail and fled on foot. K9 Rony was released for an apprehension in a heavily wooded area. One of Rony's legs became entangled in a wooden object and suffered a serious injury. He was rushed to a veterinary hospital where it was determined the most humane treatment would be to euthanize him.The subject was taken into custody by other officers.K9 Rony had served with the Houston Police Department for seven years and was credited with 250 apprehensions."
K9,Fang,German Shepherd,Male,3.0,2018-09-30,Sunday,Gunfire,"Jacksonville Sheriff's Office, Florida",Florida,,Gun; Unknown type,Sentenced to 25 years,"K9 Fang was shot and killed while attempting to apprehend an armed carjacking suspect near  I-10 and Commerce Center Parkway.The subject had stolen the vehicle at gunpoint approximately one hour earlier. The vehicle was located and turned off remotely as it traveled on I-10 and the driver fled into the nearby woods. K9 Fang was released to apprehend the suspect but was shot and killed. The subject was apprehended by a second canine and his handler moments later.The man was convicted of killing K9 Fang, abduction, and carjacking. He was sentenced to 25 years in prison.K9 Fang served as a patrol canine and explosives detection canine."
K9,Vader,Belgian Malinois,Male,2.0,2018-08-01,Wednesday,Gunfire,"Virginia State Police, Virginia",Virginia,,Handgun,Shot and killed,"K9 Vader was shot and killed during a vehicle pursuit of a murder suspect in a stolen vehicle in Sussex County at approximately 8:20 am.A trooper initiated the pursuit after locating the stolen car traveling on I-95. The man driving the vehicle was wanted for the murder of one woman and the wounding of a second woman in Connecticut. The vehicle fled on the interstate as the driver opened fire at troopers. The pursuit continued to the area of Loco School Road and Bell Road, where the man continued to fire at troopers. One of the rounds struck K9 Vader, who was still in the backseat compart of the patrol car. Troopers returned fire, killing the suspect.K9 Vader was a narcotics detection canine assigned to the Virginia State Police Drug Interdiction Task Force. He had served with the Virginia State Police for nine months."
K9,Brock,German Shepherd,Male,4.0,2018-01-18,Thursday,Training accident,"St. Mary's County Sheriff's Office, Maryland",Maryland,3 years,,,"K9 Brock died from complications of an injury sustained while training with recruits at the Southern Maryland Criminal Justice Academy.He and his handler were traversing a metal staircase when K9 Brock's leg slipped through the grate. His leg suffered a severe injury as a result and he immediately transported to a local veterinary hospital for treatment. It was determined that K9 Brock would be unable to fully recover from the injury and, after consultation with veterinary staff, it was determined the best course of treatment would be humane euthanasia.K9 Brock had served with the St. Mary's County Sheriff's Office for three years and was certified in patrol functions and narcotics detection."
K9,Nell,Bluetick Coonhound mix,Female,3.0,2018-09-01,Saturday,Assault,"Refugio County Sheriff's Office, Texas",Texas,,Person,Arrested,"K9 Nell and K9 Grunt were strangled to death by a suspect they were tracking while assisting the Aransas County Sheriff's Office and other state and federal agencies.Officers in Aransas County had been involved in a pursuit in which 16 illegal aliens bailed out of a vehicle and fled into the brush along Route 35 north of Holiday Beach, Texas. Members of the Aransas County Sheriff's Office, Texas Department of Public Safety, Texas Parks and Wildlife Department, and United States Border Patrol were searching for the suspects and requested assistance from Refugio County's tracking team.Nell and Grunt, who were trained to track critically missing persons with dementia, were let off leash as deputies followed them on horseback. The non-aggressive dogs tracked one subject into some brush but did not come out. As deputies called for the man to surrender he taunted them in Spanish. Deputies entered the brush and took him into custody. The bodies of Nell and Grunt were found with their tracking collars twisted tightly around their necks.Both dogs were a mix of black and tan coonhound, bluetick coonhound, and redtick coonhound."
K9,Scout,German Shepherd,Male,6.0,2018-01-18,Thursday,Asphyxiation,"Jefferson County Sheriff's Office, New York",New York,"3 years, 6 months",,,"K9 Scout died after a ball accidentally became lodged in his mouth, blocking his airway.Scout was participating in an advanced training canine training exercise with other county and state police canines at a building in the 700 block of Starbuck Street in Watertown. Scout was given his ball as a reward during the training, but it became lodged in his mouth. The handlers immediately began giving aid to Scout and took him a veterinary hospital where he later died.Scout had served with the Jefferson County Sheriff's Office for 3-1/2 years and was trained in explosives detection, handler protection, and tracking."
K9,Rocco,Belgian Malinois,Male,1.0,2019-10-16,Wednesday,Struck by vehicle,"Tulare County Sheriff's Office, California",California,5 months,,,K9 Rocco was struck and killed by a vehicle on Avenue 328 in Visalia at about 10:00 pm.His handler had let him out of their patrol car for a break when he saw a rabbit and ran after it. He ran into the roadway and was struck by a passing vehicle.K9 Rocco had served with the Tulare County Sheriff's Office for five months.
K9,Koki,Belgian Malinois,Male,5.0,2019-11-22,Friday,Gunfire,"El Mirage Police Department, Arizona",Arizona,4 years,Gun; Unknown type,Committed suicide,"K9 Koki was shot and killed near the intersection of El Mirage Road and Thunderbird Road as officers attempted to apprehend a wanted subject at 5:30 pm.The man fled on foot and opened fire on pursuing officers, killing K9 Koki. The man later committed suicide.K9 Koki had served with the El Mirage Police Department for four years."
K9,Harlej,Belgian Malinois,Male,5.0,2019-11-13,Wednesday,Gunfire,"Fishers Police Department, Indiana",Indiana,4 years,Handgun,,K9 Harlej was shot and killed while performing a track for a suspect who had fled on foot following a vehicle pursuit of a suspected drunk driver shortly after midnight.K9 Harlej and his handler tracked the man into a wooded area near 131st Street and Olio Road from the point where the subject fled. Harlej was off-lead when he located the subject and ran ahead of his handler. Harlej bit the subject during the apprehension but the man fatally shot him.His handler took the man into custody.K9 Harlej had served with the Fishers Police Department for four years.
K9,Assuan,Belgian Malinois,Male,7.0,2019-06-27,Thursday,Training accident,"Marion Police Department, Indiana",Indiana,,,,K9 Assuan died as the result of injuries sustained during a criminal apprehension training exercise at the Marion Police Athletic Club facility at 555 East Morton Street.He failed to negotiate a fence jump at high speed and struck his head on the fence's top rail. He immediately became unresponsive as a result of the injury. His handler transported him to a local veterinary hospital where he died without regaining consciousness.K9 Assuan had served with the Marion Police Department for five years.
K9,Jake,Belgian Malinois,Male,6.0,2019-07-20,Saturday,Exposure to toxins,"Alabama Department of Corrections, Alabama",Alabama,5 years,,,"K9 Jake died as the result of being exposed to a substance believed to be the synthetic cannabinoid Fluoro ADB while performing a narcotics detection assignment at the Staton Correctional Facility.They were performing a search for contraband in B Dorm when K9 Jake alerted on a powdery substance. He immediately became unresponsive and was rushed to the prison's health care unit where nurses performed CPR and administered an IV. He was ultimately taken to the Auburn University Veterinary Clinic where he died two days later on July 20th, 2019.K9 Jake had served with the Alabama Department of Corrections for five years."
K9,Haas,Belgian Malinois,Male,3.0,2019-01-13,Sunday,Gunfire,"Duluth Police Department, Minnesota",Minnesota,2 years,Gun; Unknown type,Deceased,"K9 Haas was shot and killed during a barricade of a domestic violence suspect in the 1000 block of West Skyline Parkway.The subject barricaded himself inside of the home as officers arrived at the scene of the initial call. Negotiators spoke to the man for about an hour before he opened fire, killing K9 Haas and wounding an officer. Other officers returned fire and the suspect was found dead inside the home a short time later.K9 Haas had served with the Duluth Police Department for two years and was certified in narcotics detection and patrol."
K9,Cane,German Shepherd,Male,1.0,2019-11-14,Thursday,Training accident,"Logan County Sheriff's Office, Ohio",Ohio,2 months,,,K9 Cane died from internal injuries suffered two days earlier during a training accident in the sheriff's office parking lot.Cane was rewarded with a ball during the training and chased it as it rolled under a trailer. As he ran toward the trailer he was unable to stop due to ice on the ground and struck the trailer. He suffered internal injuries as a result of the impact.K9 Cane was certified for service only two months prior to his death.
K9,Hooch,Beagle,Male,7.0,2019-10-10,Thursday,Struck by vehicle,"Alabama Department of Corrections, Alabama",Alabama,,,,"K9 Hooch was struck and killed by a hit-and-run tractor-trailer on I-20 in St. Clair County while tracking an escapee from the St. Clair County Jail.K9 Hooch and his handler responded to the area after the St. Clair County Sheriff's Office requested assistance from the Alabama Department of Corrections tracking team. Hooch tracked the subject to I-20 and his handler requested that deputies stop traffic on the interstate so they could cross and continue the track.A vehicle slowed down but a tractor-trailer behind it could not stop and swerved around it. The semi struck K9 Hooch, killing him, and failed to stop. Deputies were not in a position to stop the vehicle.K9 Hooch had served with the Alabama Department of Corrections for seven years."
K9,Able,Labrador Retriever,Male,6.0,2019-01-05,Saturday,Duty related illness,"United States Department of Justice - Bureau of Alcohol, Tobacco, Firearms and Explosives, U.S. Government",United States,,,,"K9 Able died of complications of being exposed to an unknown substance during an explosives detection training deployment in Dallas, Texas.Following the exposure, he became ill and experienced renal failure. His condition worsened and he died as a result of complications 10 days later.K9 Able had served with the ATF for five years and worked as an explosive detection canine."
K9,Chopper,Belgian Malinois-German Shepherd mix,Male,6.0,2019-11-20,Wednesday,Struck by vehicle,"Davis County Sheriff's Office, Utah",Utah,"5 years, 6 months",,,"K9 Chopper was struck and killed by a vehicle on West State Street in front of the sheriff's office.Chopper was able to exit his kennel and escape from his handler's truck while it was briefly parked at the facility. Chopper ran onto the roadway and was fatally struck.K9 Chopper had served with the Davis County Sheriff's Office for 5-1/2 years and was trained in drug detection, tracking, and apprehension."
K9,Doby,Belgian Malinois-German Shepherd mix,Male,2.0,2019-02-22,Friday,Duty related illness,"Fairfax County Police Department, Virginia",Virginia,11 months,,,K9 Doby died after suffering a medical emergency while on an active track of two robbery suspects in the 2000 block of Arlington Drive in the Mount Vernon area.He and his handler had tracked the suspects several buildings away and were attempting to reacquire their scent when K9 Doby suddenly collapsed. His handler immediately initiated CPR before transporting him to an emergency veterinary clinic. K9 Doby was not able to be revived.K9 Doby had served with the Fairfax County Police Department for 11 months and was certified in patrol and narcotics detection.
K9,Rocco,Belgian Malinois,Male,7.0,2019-08-14,Wednesday,Struck by vehicle,"Vernal Police Department, Utah",Utah,5 years,,,K9 Rocco was struck and killed by a vehicle in the area of 4500 South Vernal Avenue at approximately 6:00 am.K9 Rocco had been let out of the vehicle for a break when he ran across the road and was struck by an oncoming vehicle.K9 Rocco had served with the Vernal Police Department for five years as a patrol and narcotics detection canine.
K9,Biggie,Bloodhound,Male,5.0,2019-04-30,Tuesday,Heatstroke,"Florida Department of Corrections, Florida",Florida,,,,"K9 Biggie died after suffering from heat stroke while conducting a track during a training exercise at the South Florida Reception Center in Doral, Florida.He was rushed to a local veterinarian when he began showing signs of distress. He was unable to recover as a result of the heat exhaustion and passed away later in the day.K9 Biggie had served with the South Florida Reception Center's K9 Team for over five years."
K9,EJ,Belgian Malinois,Male,6.0,2019-10-02,Wednesday,Heatstroke,"New York State Police, New York",New York,5 years,,,"K9 EJ died of heat exhaustion while working a cadaver detail in Bear Mountain State Park.He began showing signs of distress and was transported to a local veterinary hospital where he passed away three hours later.K9 EJ had served with the New York State Police for five years and was named after fallen Trooper Edward J. Sweeney who was killed in the line of duty on May 17th, 1930."
K9,Eli,Belgian Malinois,Male,9.0,2019-05-23,Thursday,Heatstroke,"Gwinnett County Police Department, Georgia",Georgia,,,,K9 Eli died after suffering heat exhaustion while tracking a fleeing suspect in the area of North Crestview Drive SW and Grayson Parkway at approximately 3:00 pmGwinnett County officers were assisting Snellville officers with a vehicle pursuit. K9 Eli was deployed to track the suspect when the suspect fled from the vehicle on foot. K9 Eli was rushed to a local emergency veterinarian when he started to show signs of distress 30 minutes into the track. His condition deteriorated at the vet and he passed away.K9 Eli had served with the Gwinnett County Police Department for eight years.
K9,Cas,Belgian Malinois,Female,,2019-07-10,Wednesday,Vehicle pursuit,"Whitley County Sheriff's Office, Indiana",Indiana,"2 years, 3 months",Automobile,In custody,K9 Cas was killed when her handler's patrol car was struck by a fleeing vehicle at the intersection of U.S. 30 and County Road 450.Her handler had stopped at the intersection to deploy spike strips while assisting with a vehicle pursuit that had started following an armed carjacking in Kosciusko County. The pursuit involved multiple agencies as it entered Whitley County.The patrol car was struck after the fleeing vehicle swerved to avoid the spike strips that K9 Cas' handler had deployed. The Dodge Charger patrol car was broadsided on the passenger side and then burst into flames. Her handler and other officers were unable to free K9 Cas due to the heat and flames.The driver of the fleeing vehicle was taken into custody.K9 Cas had served with both the Whitley County Sheriff's Office and Columbia City Police Department for just over two years.
K9,Defender,Unknown Breed,Male,,2019-02-07,Thursday,Gunfire (Inadvertent),"BNSF Railway Police Department, Railroad Police",United States,,Officer's handgun,,"K9 Defender was shot and killed by his handler after being mistaken for a coyote in the area of Bena Road and Neumarkel Road in Kern County, California.Defender's handler had placed him in their patrol vehicle before going out on a foot patrol in the area. Defender somehow managed to get out of the vehicle and approached his handler, startling him. His handler, who had just been briefed on recent sightings of coyotes in the area, mistook Defender for a coyote and shot him."
K9,Bulder,Belgian Malinois,Male,4.0,2019-12-17,Tuesday,Gunfire,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, U.S. Government",United States,2 years,Handgun,Shot and killed,"K9 Bulder was shot and killed while performing an apprehension during a warrant service in the 4500 block of Capricorn Drive in El Paso, Texas.Agents with the United States Border Patrol's Special Operations Group were assisting other federal agents with serving a federal arrest warrant and search warrant on a man who was wanted for illegal possession and manufacturing of firearms. The man failed to comply with instructions and K9 Bulder was released for an apprehension. The man opened fire with a handgun, killing K9 Bulder, before agents returned fire and killed him.K9 Bulder had served with the United States Border Patrol for two years."
K9,Jackie,German Shepherd,Male,,2019-12-29,Sunday,Automobile crash,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, U.S. Government",United States,4 years,,,"K9 Jackie was killed in a vehicle crash on Highway 395 northwest of Colville, Washington, at about 2:30 am.The patrol vehicle K9 Jackie was riding in struck a patch of black ice, causing it to leave to the roadway and roll over several times down a steep embankment. Rescue personnel were able to extract K9 Jackie's handler and transport her to a local hospital with multiple injuries. K9 Jackie succumbed to his injuries at the scene.K9 Jackie had served with the United States Border Patrol for four years."
K9,Niki,Belgian Malinois,Female,9.0,2019-12-31,Tuesday,Automobile crash,"Boyle County Sheriff's Office, Kentucky",Kentucky,,,,K9 Niki was killed in a vehicle crash when the patrol car she was riding in collided with another vehicle on South Danville Bypass near Daniel Drive at 2:45 pm.K9 Niki was taken to a nearby veterinary hospital where she died.
K9,Verro,Belgian Malinois,Male,8.0,2019-07-19,Friday,Gunfire (Inadvertent),"Paulding County Sheriff's Office, Georgia",Georgia,,Handgun,,"K9 Verro was shot and killed after biting a sheriff's deputy in the area of Brooks Road and Trotters Way in Dallas, Georgia.Deputies had responded to the area to investigate a domestic violence call. They encountered a male subject in a vehicle who fled on foot when they attempted to contact him. K9 Verro's handler responded to the scene but did not deploy K9 Verro because the department's criteria for a canine deployment had not yet been met.As K9 Verro's handler was assisting other deputies in the foot pursuit, K9 Verro was able to squeeze through an opening in his kennel and entered the front of the patrol vehicle. He was then able to squeeze out of a partially opened window and exited the vehicle. He then mistook a deputy involved in the foot pursuit for a fleeing subject and attempted an apprehension, biting the deputy in the leg. The deputy, not recognizing Verro and unable to break free from the bite, fatally shot him."
